,best_epoc,train_accuracy,train_loss,validation_accuracy,validation_loss,test_accuracy,test_loss,data preparation time,train_extract_time,test_extract_time,fit_time
0,217,0.8484288454055786,0.3367673456668854,0.8197425007820129,0.4990028440952301,0.8888888955116272,0.47345954179763794,0.0031273365020751953,2226.949643611908,268.76561069488525,214.1832218170166
