,best_epoc,train_accuracy,train_loss,validation_accuracy,validation_loss,test_accuracy,test_loss,data preparation time,train_extract_time,test_extract_time,fit_time
1,140,0.9666666388511658,0.15309280157089233,0.8717948794364929,0.5659879446029663,0.7333333492279053,1.0439032316207886,0.000997304916381836,379.157461643219,46.951943159103394,34.79355025291443
2,57,0.8999999761581421,0.47966915369033813,0.9230769276618958,0.49213606119155884,0.800000011920929,0.5508661866188049,0.000997781753540039,393.13286328315735,39.62740683555603,25.86541986465454
3,96,0.9333333373069763,0.21878352761268616,0.8717948794364929,0.5941967368125916,0.6666666865348816,0.881888210773468,0.001990795135498047,384.36466813087463,46.678038597106934,31.280761241912842
4,57,0.9222221970558167,0.5071690082550049,0.7948718070983887,0.760217547416687,0.6666666865348816,1.0112441778182983,0.001991748809814453,386.3614203929901,47.17031168937683,23.601736783981323
5,77,0.8111110925674438,0.5242584943771362,0.8717948794364929,0.7958990931510925,0.6666666865348816,0.7221397161483765,0.0019948482513427734,393.73692989349365,42.56110453605652,23.53934955596924
